input: [SCENE]: scene_context [ACTION]: player_input,output: [CHECK]: check_required
input: [SCENE]: You are trying to lie to a demon. [ACTION]: I try to deceive the infernal creature.,output: [CHECK]: Deception
input: [SCENE]: You are trying to determine if a king is under the influence of a magical charm. [ACTION]: I look for any signs of magical compulsion.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine if a king is under the influence of a magical charm. [ACTION]: I look for any signs of magical compulsion.,output: [CHECK]: Insight
input: [SCENE]: You are trying to hold your breath for a long time to swim through an underwater tunnel. [ACTION]: I try to control my breathing and conserve oxygen.,output: [CHECK]: Constitution
input: [SCENE]: You are trying to hold your breath for a long time to swim through an underwater tunnel. [ACTION]: I try to control my breathing and conserve oxygen.,output: [CHECK]: Constitution
input: [SCENE]: You are trying to heal a sick animal. [ACTION]: I use my knowledge of herbs to create a remedy.,output: [CHECK]: Herbalism Kit
input: [SCENE]: You are trying to heal a sick animal. [ACTION]: I use my knowledge of herbs to create a remedy.,output: [CHECK]: Herbalism Kit
"input: [SCENE]: You are trying to create a small, clockwork spy drone. [ACTION]: I use my skills to build the device.",output: [CHECK]: Tinker's Tools
"input: [SCENE]: You are trying to create a small, clockwork spy drone. [ACTION]: I use my skills to build the device.",output: [CHECK]: Tinker's Tools
input: [SCENE]: You are trying to convince a group of guards to let you enter a quarantined city. [ACTION]: I explain that my divine power can help cure the plague within.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince a group of guards to let you enter a quarantined city. [ACTION]: I explain that my divine power can help cure the plague within.,output: [CHECK]: Persuasion
"input: [SCENE]: You are in the eye of a hurricane, a calm vortex surrounded by raging winds. [ACTION]: I try to use my innate storm magic to calm the hurricane.",output: [CHECK]: Arcana
"input: [SCENE]: You are in the eye of a hurricane, a calm vortex surrounded by raging winds. [ACTION]: I try to use my innate storm magic to calm the hurricane.",output: [CHECK]: Arcana
input: [SCENE]: You are mediating in a tranquil rock garden when a rival warrior interrupts you. [ACTION]: I try to dodge his surprise attack and flow into a defensive stance.,output: [CHECK]: Acrobatics
input: [SCENE]: You are mediating in a tranquil rock garden when a rival warrior interrupts you. [ACTION]: I try to dodge his surprise attack and flow into a defensive stance.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to create a smoke bomb to cover an escape. [ACTION]: I use my alchemist's supplies to mix the reagents.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to create a smoke bomb to cover an escape. [ACTION]: I use my alchemist's supplies to mix the reagents.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to convince a fearful populace to not form a mob against a suspected witch. [ACTION]: I appeal to their sense of justice and compassion.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince a fearful populace to not form a mob against a suspected witch. [ACTION]: I appeal to their sense of justice and compassion.,output: [CHECK]: Persuasion
"input: [SCENE]: You are at a high-stakes horse race, and you need to fix the outcome. [ACTION]: I try to subtly spook the lead horse as it rounds the final turn.",output: [CHECK]: Animal Handling
"input: [SCENE]: You are at a high-stakes horse race, and you need to fix the outcome. [ACTION]: I try to subtly spook the lead horse as it rounds the final turn.",output: [CHECK]: Animal Handling
input: [SCENE]: You are trying to win a log-tossing competition at a highland festival. [ACTION]: I heave the massive log with all my barbarian rage.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to win a log-tossing competition at a highland festival. [ACTION]: I heave the massive log with all my barbarian rage.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to reassemble the shattered pieces of an ancient ceramic tablet. [ACTION]: I try to piece together the fragments to read the inscription.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to reassemble the shattered pieces of an ancient ceramic tablet. [ACTION]: I try to piece together the fragments to read the inscription.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to learn a local dance to impress the village chieftain. [ACTION]: I watch the dancers and try to mimic their steps.,output: [CHECK]: Performance
input: [SCENE]: You are trying to learn a local dance to impress the village chieftain. [ACTION]: I watch the dancers and try to mimic their steps.,output: [CHECK]: Performance
input: [SCENE]: You are trying to determine the cause of a mysterious magical sickness. [ACTION]: I pray for divine insight into the nature of the affliction.,output: [CHECK]: Medicine
input: [SCENE]: You are trying to determine the cause of a mysterious magical sickness. [ACTION]: I pray for divine insight into the nature of the affliction.,output: [CHECK]: Medicine
input: [SCENE]: You are trying to cross a chasm by throwing a grappling hook. [ACTION]: I throw the grappling hook to secure a rope on the other side.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to cross a chasm by throwing a grappling hook. [ACTION]: I throw the grappling hook to secure a rope on the other side.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to lie to a Paladin about your intentions. [ACTION]: I try to mask my dark thoughts and appear righteous.,output: [CHECK]: Deception
input: [SCENE]: You are trying to lie to a Paladin about your intentions. [ACTION]: I try to mask my dark thoughts and appear righteous.,output: [CHECK]: Deception
"input: [SCENE]: You are trying to track a group of bandits through a crowded city. [ACTION]: I look for signs of their passage, like scared onlookers or a discarded weapon.",output: [CHECK]: Insight
"input: [SCENE]: You are trying to track a group of bandits through a crowded city. [ACTION]: I look for signs of their passage, like scared onlookers or a discarded weapon.",output: [CHECK]: Insight
"input: [SCENE]: You are trying to subtly light a candle across the room using your magic. [ACTION]: I try to create a tiny, controlled spark of flame.",output: [CHECK]: Sleight of Hand
"input: [SCENE]: You are trying to subtly light a candle across the room using your magic. [ACTION]: I try to create a tiny, controlled spark of flame.",output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to run up a wall to reach a higher ledge. [ACTION]: I use my ki to propel myself up the vertical surface.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to run up a wall to reach a higher ledge. [ACTION]: I use my ki to propel myself up the vertical surface.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to identify a strange magical device. [ACTION]: I use my knowledge of arcane mechanics to deduce its function.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to identify a strange magical device. [ACTION]: I use my knowledge of arcane mechanics to deduce its function.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to recall the specific holy rite used to sanctify a desecrated graveyard. [ACTION]: I search my memory for the correct passage from my holy text.,output: [CHECK]: Religion
input: [SCENE]: You are trying to recall the specific holy rite used to sanctify a desecrated graveyard. [ACTION]: I search my memory for the correct passage from my holy text.,output: [CHECK]: Religion
input: [SCENE]: You are trying to create a distraction in a quiet library. [ACTION]: I 'accidentally' topple a tall stack of books.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to create a distraction in a quiet library. [ACTION]: I 'accidentally' topple a tall stack of books.,output: [CHECK]: Stealth
"input: [SCENE]: You are trying to navigate through a dense, thorny briar patch. [ACTION]: I use my strength to push through the thorns.",output: [CHECK]: Constitution
"input: [SCENE]: You are trying to navigate through a dense, thorny briar patch. [ACTION]: I use my strength to push through the thorns.",output: [CHECK]: Constitution
input: [SCENE]: You are trying to determine the age of an ancient artifact. [ACTION]: I use my historical knowledge to date the artifact based on its markings.,output: [CHECK]: History
input: [SCENE]: You are trying to determine the age of an ancient artifact. [ACTION]: I use my historical knowledge to date the artifact based on its markings.,output: [CHECK]: History
input: [SCENE]: You are trying to win a game of wits against a sphinx. [ACTION]: I try to answer its riddle.,output: [CHECK]: Intelligence
input: [SCENE]: You are trying to win a game of wits against a sphinx. [ACTION]: I try to answer its riddle.,output: [CHECK]: Intelligence
input: [SCENE]: You are trying to find a hidden evil in a seemingly peaceful village. [ACTION]: I try to sense any source of desecration or unholy power.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to find a hidden evil in a seemingly peaceful village. [ACTION]: I try to sense any source of desecration or unholy power.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to remain hidden in a tree as a patrol passes underneath. [ACTION]: I try to blend in with the leaves and branches.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to remain hidden in a tree as a patrol passes underneath. [ACTION]: I try to blend in with the leaves and branches.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to haggle with a merchant who only deals in souls. [ACTION]: I try to offer a fragment of a memory instead of a piece of my soul.,output: [CHECK]: Deception
input: [SCENE]: You are trying to haggle with a merchant who only deals in souls. [ACTION]: I try to offer a fragment of a memory instead of a piece of my soul.,output: [CHECK]: Deception
