input,output
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', 'You are trying to inspire a group of peasants to defend their own village.', 'I give a speech about courage and the strength of community.']","['Performance', 'Pass', 'Your heartfelt words stir something within the peasants. They find their courage and take up makeshift weapons, ready to defend their homes.']"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', 'You are trying to inspire a group of peasants to defend their own village.', 'I give a speech about courage and the strength of community.']","['Performance', 'Fail', 'You are a noble knight, and your words about honor and glory mean little to these simple farmers. They are too afraid to fight.']"
"['109', 'Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance.', 'You are trying to catch an arrow that has been shot at you.', 'I attempt to snatch the arrow out of the air.']","['Dexterity', 'Pass', 'Your reflexes are legendary. Your hand snaps out and plucks the arrow from the air an instant before it would have struck you.']"
"['109', 'Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance.', 'You are trying to catch an arrow that has been shot at you.', 'I attempt to snatch the arrow out of the air.']","['Dexterity', 'Fail', 'The arrow is too fast. You try to catch it, but it zips past your fingers, leaving a painful sting.']"
"['110', 'Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures.', ""You find a bear caught in a hunter's trap."", 'I try to calm the bear so I can free it.']","['Animal Handling', 'Pass', 'You speak to the bear in soft, soothing tones. It seems to understand you are trying to help, and it lies still while you work on the trap.']"
"['110', 'Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures.', ""You find a bear caught in a hunter's trap."", 'I try to calm the bear so I can free it.']","['Animal Handling', 'Fail', 'The bear is in too much pain and is terrified. It sees you as another threat and lashes out, making it impossible to get close to the trap.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to disarm a complex magical-mechanical trap.', 'I study the interaction between the gears and the arcane runes.']","['Arcana', 'Pass', ""You see the logic of the trap's design. By jamming a single gear, you can disrupt the flow of magic and render the trap inert.""]"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to disarm a complex magical-mechanical trap.', 'I study the interaction between the gears and the arcane runes.']","['Arcana', 'Fail', ""The trap's design is baffling. The magic and the mechanics seem to work in a way that defies the known laws of both. You can't figure out how to disarm it.""]"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to resist a powerful curse.', 'I call upon my divine oath to protect me from the dark magic.']","['Constitution', 'Pass', 'Your body is wracked with pain, but your oath makes you a vessel of divine power. You are able to fight off the worst effects of the curse.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to resist a powerful curse.', 'I call upon my divine oath to protect me from the dark magic.']","['Constitution', 'Fail', 'The curse is too powerful. It overwhelms your defenses and settles deep into your soul, weakening you.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', ""You are trying to lift a key from a sleeping guard's belt."", 'I attempt to snatch the key without waking him.']","['Sleight of Hand', 'Pass', 'Your fingers are deft and light. The key is in your hand, and the guard snores on, oblivious.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', ""You are trying to lift a key from a sleeping guard's belt."", 'I attempt to snatch the key without waking him.']","['Sleight of Hand', 'Fail', ""The keys jingle loudly as you touch them. The guard's eyes snap open, and he immediately reaches for his weapon.""]"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are trying to navigate a ship through a dangerous reef.', 'I try to steer the ship through the treacherous waters.']","[""Navigator's Tools"", 'Pass', 'You expertly guide the ship through the maze of sharp rocks, your instincts and knowledge of the sea proving invaluable.']"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are trying to navigate a ship through a dangerous reef.', 'I try to steer the ship through the treacherous waters.']","[""Navigator's Tools"", 'Fail', 'You misjudge the current. The ship scrapes against a sharp rock with a horrible grinding sound, tearing a hole in the hull.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to recall the details of a specific historical treaty.', 'I search my memory for the relevant information.']","['History', 'Pass', 'You recall the Treaty of the Silver Moon, including the specific clause that grants you passage through this territory.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to recall the details of a specific historical treaty.', 'I search my memory for the relevant information.']","['History', 'Fail', ""You know of the treaty, but the specific details are fuzzy. You can't remember the exact clauses.""]"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to bluff in a high-stakes card game.', 'I try to maintain a poker face and convince my opponents I have a winning hand.']","['Deception', 'Pass', 'Your bluff is utterly convincing. Your opponents fold one by one, leaving you to collect the massive pot with a worthless hand.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to bluff in a high-stakes card game.', 'I try to maintain a poker face and convince my opponents I have a winning hand.']","['Deception', 'Fail', 'A flicker of nervousness in your eye gives you away. Your main opponent calls your bluff, and you lose everything.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to determine the alignment of a mysterious stranger.', 'I try to sense any aura of good or evil about them.']","['Insight', 'Pass', 'As you focus, you can feel a faint but unmistakable aura of malevolence coming from the stranger. They are hiding a dark nature.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to determine the alignment of a mysterious stranger.', 'I try to sense any aura of good or evil about them.']","['Insight', 'Fail', ""The stranger's soul is a closed book. You cannot sense any particular alignment, leaving you unsure of their intentions.""]"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You are trying to find the hidden lair of a beast in a vast forest.', 'I look for subtle signs of its passage, like claw marks on trees.']","['Survival', 'Pass', ""You find a series of deep gouges on the trees, all leading in the same direction. This is the beast's territory, and you are on the right track.""]"
