"input: player_id, character_backstory, scene_context, player_input","output: check_required, outcome_type"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a drinking contest., I attempt to out-drink my opponent.","output: Constitution, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a drinking contest., I attempt to out-drink my opponent.","output: Constitution, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a collapsing ruin. A large piece of the ceiling is about to fall on you., I try to dodge out of the way.","output: Acrobatics, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a collapsing ruin. A large piece of the ceiling is about to fall on you., I try to dodge out of the way.","output: Acrobatics, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to write a song that will impress a noble., I try to compose a masterpiece.","output: Performance, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to write a song that will impress a noble., I try to compose a masterpiece.","output: Performance, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are in a moment of despair., I pray for guidance and strength.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are in a moment of despair., I pray for guidance and strength.","output: Religion, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to set a trap for a dangerous beast., I use my knowledge of the beast's habits to set a clever trap.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to set a trap for a dangerous beast., I use my knowledge of the beast's habits to set a clever trap.","output: Survival, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to communicate with a creature that speaks only in telepathic images., I try to interpret the images it sends me.","output: Insight, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to communicate with a creature that speaks only in telepathic images., I try to interpret the images it sends me.","output: Insight, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are participating in a jousting tournament., I try to unseat my opponent.","output: Animal Handling, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are participating in a jousting tournament., I try to unseat my opponent.","output: Animal Handling, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are trying to walk across a floor covered in brittle, dry leaves without making a sound., I try to move with absolute silence.","output: Stealth, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are trying to walk across a floor covered in brittle, dry leaves without making a sound., I try to move with absolute silence.","output: Stealth, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., A river is polluted with alchemical waste., I use my magic to cleanse the water.","output: Nature, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., A river is polluted with alchemical waste., I use my magic to cleanse the water.","output: Nature, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to appraise a gemstone you found., I try to determine its value.","output: Investigation, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to appraise a gemstone you found., I try to determine its value.","output: Investigation, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are wrestling a large bear., I try to grapple it into submission.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are wrestling a large bear., I try to grapple it into submission.","output: Athletics, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to activate an ancient magical portal., I try to remember the correct sequence of runes to activate it.","output: History, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to activate an ancient magical portal., I try to remember the correct sequence of runes to activate it.","output: History, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in the middle of a tense negotiation between two rival guilds., I act as a neutral mediator and try to find a compromise.","output: Persuasion, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in the middle of a tense negotiation between two rival guilds., I act as a neutral mediator and try to find a compromise.","output: Persuasion, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You find a person who has been turned to stone., I try to determine if the curse can be reversed.","output: Medicine, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You find a person who has been turned to stone., I try to determine if the curse can be reversed.","output: Medicine, Fail"
